txn_id,fecha,account_clabe,direction,amount,counterparty_name,counterparty_clabe,reference,invoice_uuid
TX00032,2025-02-27,012580001234567890,out,107610.65,Servicios Guadalupe S de RL de CV,072267963609841748,PAGO FACT 88147,1CCEC1EF-16EF-ACDF-9375-EE61EC94503E
TX00033,2025-02-27,012580001234567890,out,435335.94,NOMINA,,NOMINA QUINCENAL,
TX00034,2025-02-28,012580001234567890,out,66305.6,Neumática Apodaca S de RL de CV,012514640228022758,PAGO FACT 75005,CCEA5031-844E-250B-E684-390C923B7820
TX00035,2025-03-03,012580001234567890,out,160938.4,Metálica Escobedo SAPI de CV,014963593378687656,PAGO FACT 63285,C7A2EE6F-D166-EB08-B073-6DD1F443864C
TX00036,2025-03-03,012580001234567890,out,8978.98,Aceros de México S de RL de CV,072880371318781446,PAGO FACT 70428,DFCF338C-DEC5-6DC3-AD96-8213F0A9B97F
TX00037,2025-03-03,012580001234567890,in,431891.72,Grupo Salinas SAPI de CV,021577604977575166,COBRO F1490,3A8C8ED5-A06A-A68A-9CAC-3D21A5A8C8AF
TX00038,2025-03-03,012580001234567890,in,149195.35,Autopartes Villarreal SAPI de CV,072972163989822734,COBRO F1514,E32A8787-1824-6315-AD49-E0727F843004
TX00039,2025-03-04,012580001234567890,out,120848.68,Hidráulica Apodaca SAPI de CV,002290297721441525,PAGO FACT 33447,4818B004-B0A4-F557-3381-001FA3FF8FD2
TX00040,2025-03-05,012580001234567890,in,458055.37,Grupo Chapa S de RL de CV,058761949011137398,COBRO F1449,528A34F3-63EA-C0A1-9202-B09C60B36938
TX00041,2025-03-06,012580001234567890,out,58823.48,Servicios Escobedo SAPI de CV,058034246116364526,PAGO FACT 45725,953B0F1F-EA3E-072A-8F22-1604D46B7756
TX00042,2025-03-06,012580001234567890,out,9604.68,Servicios Guadalupe S de RL de CV,021031934278352199,PAGO FACT 51197,E2AE3F87-EE7C-A782-A7A3-1D2515956C42
TX00043,2025-03-06,012580001234567890,out,15730.18,Maquinados Apodaca SA de CV,014754116804397510,PAGO FACT 15312,83D0BAE7-7C2C-FBCF-0770-D18FC9160147
TX00044,2025-03-07,012580001234567890,out,56703.58,Grupo Guadalupe SA de CV,072035061403237378,PAGO FACT 11542,21EBFAA9-1A2B-D69C-450F-69EEC2E79A98
TX00045,2025-03-07,012580001234567890,out,168977.08,Servicios San Nicolás SAPI de CV,014273796172575982,PAGO FACT 74525,97867B12-1328-1726-64F4-34D6D1E91691
TX00046,2025-03-10,012580001234567890,out,92103.88,Herramientas Monterrey SA de CV,021578686926242393,PAGO FACT 72381,C4072654-7F5F-61AA-AEE7-C7A586296FBE
TX00047,2025-03-11,012580001234567890,out,20123.45,Ferretera San Nicolás SA de CV,002657203516539575,PAGO FACT 79158,51589375-7D8F-2350-31C7-7A4464F8F226
TX00048,2025-03-12,012580001234567890,out,152795.08,Transportes Apodaca SAPI de CV,012362985433945965,PAGO FACT 26533,F91E5FCD-85EC-E729-D4DD-1B56435391B2
TX00049,2025-03-12,012580001234567890,out,94931.85,Suministros Monterrey S de RL de CV,058685848483733296,PAGO FACT 85240,B646E2B1-7800-E27A-9ACE-63CCD89C83F6
TX00050,2025-03-12,012580001234567890,out,178584.78,Metálica Escobedo SAPI de CV,014963593378687656,PAGO FACT 96480,701FB3EA-A1FE-9BC6-E29D-650A15B98C20
TX00051,2025-03-12,012580001234567890,in,267021.76,Envases López SAPI de CV,072135125058454048,COBRO F1546,8DA22A39-50DB-8E34-938F-2B906C087D6C
TX00052,2025-03-13,012580001234567890,out,59972.0,Industrias Apodaca SA de CV,021340837908549238,PAGO FACT 9008,3B3F3800-A175-A9C3-D7B1-02A92332A50E
TX00053,2025-03-13,012580001234567890,out,88278.78,Pinturas del Norte SAPI de CV,012419423697713595,PAGO FACT 47433,13B11E59-C85C-D714-7BF6-95524CBC9044
TX00054,2025-03-13,012580001234567890,out,73451.2,Industrias Nuevo León SA de CV,058722831908112160,PAGO FACT 48474,6A7BE8B1-E3F3-42A8-F030-BFD4BE54898E
TX00055,2025-03-14,012580001234567890,out,10344.65,Soldadura de México SAPI de CV,072495668610432053,PAGO FACT 55897,9ABBE46B-B205-1CEC-C9F7-369FE4C1D210
TX00056,2025-03-17,012580001234567890,out,20740.8,Distribuidora Industrial S de RL de CV,021273872090747664,PAGO FACT 41322,6DEC6BBD-F697-77A1-59FE-3D53624FEA4B
TX00057,2025-03-17,012580001234567890,out,220657.98,Aceros Santa Catarina SA de CV,014109484060153917,PAGO FACT 76910,6545C030-A981-FA54-F121-E129B45C9A54
TX00058,2025-03-17,012580001234567890,out,162284.0,Aceros Santa Catarina SA de CV,014109484060153917,PAGO FACT 92440,7B94A34D-E4AA-786D-9D17-D218FC3B0DE5
TX00059,2025-03-17,012580001234567890,out,71110.78,Aceros Apodaca S de RL de CV,058425592962567064,PAGO FACT 35158,B5DEF807-4A96-5478-A72B-DDDD511EEEB8
TX00060,2025-03-17,012580001234567890,out,27666.58,Refacciones Regiomontana S de RL de CV,002466589120859208,PAGO FACT 19850,17172654-3B99-7815-0219-A9C7BA23B07A
TX00061,2025-03-17,012580001234567890,out,5278.58,Aceros de México S de RL de CV,072880371318781446,PAGO FACT 57596,2A3DD769-8DAC-210D-5EB3-8EF5B24070CA
TX00062,2025-03-17,012580001234567890,in,133774.23,Envases García S de RL de CV,127766932944937978,COBRO F1539,3DE54EE2-A655-596C-2528-D32DA60C2BED
TX00063,2025-03-18,012580001234567890,out,19824.28,Soldadura de México SAPI de CV,072495668610432053,PAGO FACT 87097,BDDF2416-A173-1ED8-78F2-961C3EC77A8F
TX00064,2025-03-18,012580001234567890,in,98637.38,Envases García S de RL de CV,127766932944937978,COBRO F1538,D0E34B2B-1CA6-4C33-30D8-67CD038D5F5A
TX00065,2025-03-19,012580001234567890,out,11898.46,Refacciones San Nicolás S de RL de CV,072633487067317933,PAGO FACT 12793,0AB74B5D-FCD4-9681-CA09-7B17951B2503
TX00066,2025-03-20,012580001234567890,out,15787.48,Grupo Monterrey S de RL de CV,014856844373989238,PAGO FACT 11438,9B47E639-4D25-51EB-AF95-BE79C971BF51
TX00067,2025-03-20,012580001234567890,in,80746.74,Construcciones Hernández SA de CV,014646706457108641,COBRO F1423,489AC27E-6281-03F0-1D9F-FF257E63F654
TX00068,2025-03-21,012580001234567890,out,189071.18,Grupo Guadalupe SA de CV,072035061403237378,PAGO FACT 41320,EDC3A1C3-2DEA-2D2D-086C-405FA879D8F8
TX00069,2025-03-21,012580001234567890,out,140035.78,Ferretera de México SAPI de CV,058215509941847528,PAGO FACT 19584,62874624-A433-1510-AD21-B4CCA9E8F0D8
TX00070,2025-03-24,012580001234567890,out,23199.88,Industrias Apodaca SA de CV,021340837908549238,PAGO FACT 43742,E8334DA5-DE95-D695-3579-C1437AB99428
TX00071,2025-03-24,012580001234567890,out,29139.08,Distribuidora Industrial S de RL de CV,021273872090747664,PAGO FACT 83238,9620BEE6-6406-FACE-53A5-E8508950DDD6
TX00072,2025-03-24,012580001234567890,out,16471.88,Grupo Monterrey S de RL de CV,014856844373989238,PAGO FACT 49246,C53F1DB3-D275-BD43-8451-7303E94D4FBE
TX00073,2025-03-24,012580001234567890,in,334904.79,Grupo Chapa S de RL de CV,058761949011137398,COBRO F1450,80B57013-7F29-C9E7-5601-F6A534B6685D
TX00074,2025-03-24,012580001234567890,in,251173.74,Construcciones Elizondo SA de CV,012230486458487734,COBRO F1473,1CEB08FE-F2DE-B798-B31A-25B55FECAA6E
TX00075,2025-03-24,012580001234567890,in,390167.39,Construcciones Quintanilla S de RL de CV,014739715501344653,COBRO F1481,BCA83A82-7899-7035-7DDF-8484F0C44ECB
TX00076,2025-03-24,012580001234567890,in,193335.2,Construcciones Quintanilla S de RL de CV,014739715501344653,COBRO F1483,8C37E264-D03C-D20A-BAAE-EBF89A244525
TX00077,2025-03-24,012580001234567890,in,381130.61,Autopartes Quintanilla S de RL de CV,012604717059498419,COBRO F1519,0E378B07-CC53-5C3E-52BB-530D486FAC8F
TX00078,2025-03-24,012580001234567890,out,174000.0,Metálica Santa Catarina SA de CV,127790287445645713,PAGO FACT 54847,B2AC4768-F122-4F43-C527-4F356DC56044
TX00079,2025-03-25,012580001234567890,out,55680.0,Gestoría y Enlace San Nicolás S de RL de CV,127967249590173425,PAGO FACT 60642,BFEEB533-ACF5-9149-B1C9-D0DCA38CC35F
TX00080,2025-03-26,012580001234567890,out,72627.48,Soldadura Industrial SA de CV,072101837512445132,PAGO FACT 74295,A5DD2836-E65F-A9FA-C38C-2EAFA8097A77
TX00081,2025-03-27,012580001234567890,out,138794.58,Metálica San Nicolás SA de CV,072463414408727065,PAGO FACT 58536,B3099E0D-B0AC-0677-D60F-8680A124FDB2
TX00082,2025-03-27,012580001234567890,out,47928.65,Ferretera Monterrey S de RL de CV,012098671286174002,PAGO FACT 38526,05CF079E-A095-2C4D-F3BD-2348854BC8FA
TX00083,2025-03-27,012580001234567890,in,177486.64,Grupo Salinas S de RL de CV,014789135342202362,COBRO F1467,E68C1348-1046-E3DF-DDFE-F8494C485CFC
TX00084,2025-03-28,012580001234567890,in,356022.07,Construcciones Hernández SA de CV,014646706457108641,COBRO F1428,1090DC9D-2B31-71DC-FA54-9893E476231A
TX00085,2025-03-28,012580001234567890,out,428655.27,NOMINA,,NOMINA QUINCENAL,
TX00086,2025-03-28,012580001234567890,out,55680.0,Gestoría y Enlace San Nicolás S de RL de CV,127967249590173425,PAGO FACT 17988,EAC97D37-B587-8D33-1D5B-D8B04027B283
TX00087,2025-03-31,012580001234567890,out,18957.18,Distribuidora Industrial S de RL de CV,021273872090747664,PAGO FACT 17551,C0CEF31B-D038-E153-C601-818B61FA01BA
TX00088,2025-03-31,012580001234567890,in,68162.23,Autopartes Martínez SAPI de CV,072987012365319337,COBRO F1500,E88188C3-788F-06ED-3C1E-919BEE5A4007
TX00089,2025-04-01,012580001234567890,out,50353.05,Industrias Apodaca SA de CV,021340837908549238,PAGO FACT 31469,6589ADA1-345A-F934-B42A-2D939ABA0F15
TX00090,2025-04-02,012580001234567890,out,184802.38,Transportes Apodaca SAPI de CV,012362985433945965,PAGO FACT 13851,D4A5A81E-6B38-2A0A-231D-260BB362CD55
TX00091,2025-04-02,012580001234567890,out,60610.58,Ferretera de México SAPI de CV,058215509941847528,PAGO FACT 21194,C00C200C-4458-B006-332C-CE0A0E7DA698
TX00092,2025-04-02,012580001234567890,out,58765.48,Metálica San Nicolás SA de CV,072463414408727065,PAGO FACT 72106,59AE7302-8AE3-297E-34E2-41421A354475
TX00093,2025-04-02,012580001234567890,in,172367.29,Envases Rodríguez SAPI de CV,002744493163720449,COBRO F1414,C8497436-18B4-75B1-C12A-34F402A13629
TX00094,2025-04-03,012580001234567890,out,73616.38,Servicios San Nicolás SAPI de CV,014273796172575982,PAGO FACT 75320,2B015723-0CF6-97A5-7603-C36CF1394E3C
TX00095,2025-04-03,012580001234567890,out,204055.48,Ferretera de México SAPI de CV,058215509941847528,PAGO FACT 54819,B5CAA993-AACA-D101-F153-0F689215583A
TX00096,2025-04-04,012580001234567890,out,44471.85,Distribuidora Industrial S de RL de CV,021273872090747664,PAGO FACT 59936,70F81DBA-2871-9B9B-DB8F-0E32EDEF5003
TX00097,2025-04-04,012580001234567890,out,200181.08,Transportes Apodaca SAPI de CV,012362985433945965,PAGO FACT 29231,16DC5A6E-A789-0770-55EC-024AE64B9B37
TX00098,2025-04-04,012580001234567890,out,96175.6,Herramientas Monterrey SA de CV,021578686926242393,PAGO FACT 84595,8EF00DE1-FB4F-1972-5115-D7EE3B90908E
TX00099,2025-04-04,012580001234567890,out,98695.58,Suministros Monterrey S de RL de CV,058685848483733296,PAGO FACT 83572,EF0B743E-BEE0-4762-7168-BDEC4DA838B7
TX00100,2025-04-04,012580001234567890,out,168977.08,Servicios San Nicolás SAPI de CV,002612058920737212,PAGO FACT 74525,97867B12-1328-1726-64F4-34D6D1E91691
TX00101,2025-04-07,012580001234567890,out,13606.68,Electrónica Regiomontana SAPI de CV,002538819687479285,PAGO FACT 94338,C28FA16B-0AA6-FCB9-C1BC-BE59D296A12D
TX00102,2025-04-07,012580001234567890,out,224782.25,Transportes Apodaca SAPI de CV,012362985433945965,PAGO FACT 19862,DAAF7529-DEEF-F82A-0DD7-015869C165AE
TX00103,2025-04-07,012580001234567890,out,191803.45,Aceros Apodaca S de RL de CV,058425592962567064,PAGO FACT 49832,35F3DE4A-AC92-04B4-0306-A2580227B8D5
TX00104,2025-04-07,012580001234567890,out,45959.08,Suministros Monterrey S de RL de CV,058685848483733296,PAGO FACT 78266,3B1D0181-9CC3-C1F5-9129-BC759B08E5A8
TX00105,2025-04-07,012580001234567890,out,56480.4,Metálica San Nicolás SA de CV,072463414408727065,PAGO FACT 13613,0BCFD0FC-E3A1-AF97-7785-2DDB55527A3C
TX00106,2025-04-07,012580001234567890,out,24450.25,Ferretera San Nicolás SA de CV,002657203516539575,PAGO FACT 46152,584CB0F7-48DE-D8BE-031E-EF965F71DCC4
TX00107,2025-04-07,012580001234567890,in,318481.77,Envases Villarreal SA de CV,072390809722560856,COBRO F1455,4CC6D67E-CDDB-3F9E-8130-0E684D45D885
TX00108,2025-04-08,012580001234567890,out,173466.28,Soldadura Industrial SA de CV,072101837512445132,PAGO FACT 34342,2CE6F908-CECE-A5D3-5EA9-09EF7257DCB6
TX00109,2025-04-08,012580001234567890,in,259648.1,Envases García S de RL de CV,127766932944937978,COBRO F1530,A92DCF4F-76F3-BA50-1830-208269BBA3C4
TX00110,2025-04-09,012580001234567890,out,12165.85,Pinturas San Nicolás S de RL de CV,021890726303659684,PAGO FACT 21219,97A418B8-92D0-0319-20BD-14220B0B81DE
TX00111,2025-04-09,012580001234567890,out,74240.0,Gestoría y Enlace San Nicolás S de RL de CV,127967249590173425,PAGO FACT 61807,23E7CD20-700E-A842-F334-685DB6AD478C
TX00112,2025-04-10,012580001234567890,out,74240.0,Gestoría y Enlace San Nicolás S de RL de CV,127967249590173425,PAGO FACT 51329,BDCF6FD4-88DF-12C1-1FC8-628D4B4D1079
TX00113,2025-04-11,012580001234567890,out,53174.4,Industrias Apodaca SA de CV,021340837908549238,PAGO FACT 17675,87AD8B26-8EAA-5841-6AA0-426DF7C0D5F7
TX00114,2025-04-11,012580001234567890,out,156496.18,Transportes Apodaca SAPI de CV,012362985433945965,PAGO FACT 18440,AE46024D-51D0-5EF3-A918-83FC6772FE9F
TX00115,2025-04-14,012580001234567890,out,19450.65,Electrónica Regiomontana SAPI de CV,002538819687479285,PAGO FACT 63888,2F8D8DED-6C4C-450B-623A-D0FC93267D25
TX00116,2025-04-14,012580001234567890,out,151690.65,Ferretera de México SAPI de CV,058215509941847528,PAGO FACT 51597,1EE93260-3002-D831-3227-E8D89C60C81B
TX00117,2025-04-14,012580001234567890,out,124212.68,Aceros Apodaca S de RL de CV,058425592962567064,PAGO FACT 22977,89D716EF-A62D-7221-A65D-958E936DD1A8
TX00118,2025-04-14,012580001234567890,out,6405.98,Aceros de México S de RL de CV,072880371318781446,PAGO FACT 80124,2CAF3D2F-F026-A418-3D3F-BBEC697AE294
TX00119,2025-04-14,012580001234567890,out,6087.62,Aceros Escobedo S de RL de CV,127897211558517365,PAGO FACT 97698,302B0401-EFED-098B-979A-7368BD96BB0A
TX00120,2025-04-15,012580001234567890,out,192151.45,Metálica Escobedo SAPI de CV,014963593378687656,PAGO FACT 64414,F09E0302-B525-A4D9-83F0-23FD00F2BAA4
TX00121,2025-04-15,012580001234567890,in,145820.9,Construcciones Elizondo SA de CV,012230486458487734,COBRO F1470,503BA8C3-CE83-0E27-C5EF-D6701F4D88CE
TX00122,2025-04-15,012580001234567890,in,177221.39,Autopartes Martínez SAPI de CV,072987012365319337,COBRO F1505,DF266424-7FCC-4456-20BC-2FA0FA801062
TX00123,2025-04-16,012580001234567890,in,187379.36,Grupo Chapa S de RL de CV,058761949011137398,COBRO F1447,0991946D-537C-64B0-89D5-AF23050BD848
TX00124,2025-04-21,012580001234567890,out,48094.18,Distribuidora Industrial S de RL de CV,021273872090747664,PAGO FACT 94572,D28FCF68-C871-D7B3-8468-B74D85E3ADE5
TX00125,2025-04-21,012580001234567890,out,198450.25,Aceros Santa Catarina SA de CV,014109484060153917,PAGO FACT 73759,F7FF88D4-B509-F08A-2C98-8BCA51397C06
TX00126,2025-04-21,012580001234567890,out,45576.28,Grupo Nuevo León SAPI de CV,127342545876026850,PAGO FACT 40137,F168C605-CE1A-1669-9BBC-6CBC409CA8F2
TX00127,2025-04-21,012580001234567890,out,122331.05,Servicios Guadalupe S de RL de CV,072267963609841748,PAGO FACT 88966,F5EA4128-854D-C3BF-61D8-5365BADA0C94
TX00128,2025-04-21,012580001234567890,out,43802.18,Suministros Monterrey S de RL de CV,058685848483733296,PAGO FACT 35470,ECE9504B-03D7-F962-F804-43EEC3B8D179
TX00129,2025-04-21,012580001234567890,in,403505.66,Envases Rodríguez SAPI de CV,002744493163720449,COBRO F1417,3DE814AC-9CEA-B67B-BA82-854AC7E2A618
TX00130,2025-04-21,012580001234567890,in,284838.49,Construcciones Elizondo SA de CV,012230486458487734,COBRO F1469,859F02BB-1EE2-6F39-EED4-DB8980104995
TX00131,2025-04-21,012580001234567890,out,21978.36,Refacciones San Nicolás S de RL de CV,072633487067317933,PAGO FACT 57867,68A69E71-DF22-3246-E6FB-61D3FBA26C21
TX00132,2025-04-22,012580001234567890,out,218785.05,Aceros Santa Catarina SA de CV,014109484060153917,PAGO FACT 7462,171B1B80-09B7-FDF7-7D8D-3DDD2CF149CB
TX00133,2025-04-22,012580001234567890,in,119544.41,Construcciones Elizondo SA de CV,012230486458487734,COBRO F1472,688B4CFB-7081-75FD-4648-BBE8F84CE7A9
TX00134,2025-04-22,012580001234567890,in,115765.66,Envases López SAPI de CV,072135125058454048,COBRO F1541,71FCF2E6-B3DD-7820-BD20-C36A270524CB
TX00135,2025-04-23,012580001234567890,out,20027.12,Refacciones San Nicolás S de RL de CV,072633487067317933,PAGO FACT 59169,1C3892E8-F2CF-CD63-80AB-4B7F2E968660
TX00136,2025-04-24,012580001234567890,out,55518.18,Grupo Nuevo León SAPI de CV,127342545876026850,PAGO FACT 85504,44E2A94B-34EC-5264-AD7D-6F8139A0F145
TX00137,2025-04-24,012580001234567890,in,315457.1,Grupo Salinas S de RL de CV,014789135342202362,COBRO F1466,7C602399-B8F4-0E5E-F6BA-BCCC0ACFBD89
TX00138,2025-04-25,012580001234567890,out,226051.98,Transportes Apodaca SAPI de CV,012362985433945965,PAGO FACT 12551,1DABB10A-BD10-F87C-6D0E-0597500D92A7
TX00139,2025-04-25,012580001234567890,out,7064.98,Pinturas San Nicolás S de RL de CV,021890726303659684,PAGO FACT 2540,A33B3DFD-9048-65C6-F820-5AA7996F7E88
TX00140,2025-04-28,012580001234567890,out,8421.6,Pinturas San Nicolás S de RL de CV,021890726303659684,PAGO FACT 63213,1D03C3D5-B862-ACC3-5489-9C37CFA9026B
TX00141,2025-04-28,012580001234567890,out,16634.4,Servicios Guadalupe S de RL de CV,021031934278352199,PAGO FACT 7155,8C662766-7922-B440-E0F1-E44CEFD1B588
TX00142,2025-04-28,012580001234567890,out,10068.8,Aceros de México S de RL de CV,072880371318781446,PAGO FACT 17209,A616DDE4-B388-300A-3E20-718A0BB9A8F6
TX00143,2025-04-28,012580001234567890,in,399631.77,Envases Rodríguez SAPI de CV,002744493163720449,COBRO F1416,946A95A6-F2E4-01AF-4702-1755F11CC0A4
TX00144,2025-04-28,012580001234567890,out,418473.72,NOMINA,,NOMINA QUINCENAL,
TX00145,2025-04-29,012580001234567890,in,82352.67,Envases López SAPI de CV,072135125058454048,COBRO F1540,7957595F-25EE-2F0F-76A3-0EB0C50C71F4
TX00146,2025-04-30,012580001234567890,out,20613.08,Ferretera San Nicolás SA de CV,002657203516539575,PAGO FACT 72696,4A1A4219-61BB-A5FB-D510-8BC02F9E1DDB
TX00147,2025-04-30,012580001234567890,in,196336.88,Manufacturas López SAPI de CV,058349998051929549,COBRO F1523,833D3DF1-5E11-A680-D501-6ADA189AC35D
TX00148,2025-05-01,012580001234567890,out,19664.78,Electrónica Regiomontana SAPI de CV,002538819687479285,PAGO FACT 41900,73D39457-B25F-13DF-B8D4-9848702BA49F
TX00149,2025-05-01,012580001234567890,out,227894.18,Hidráulica Apodaca SAPI de CV,002290297721441525,PAGO FACT 82080,7702BEBA-0623-FFBF-1E42-D2B800679B62
TX00150,2025-05-01,012580001234567890,in,61376.08,Autopartes Villarreal SAPI de CV,072972163989822734,COBRO F1509,7796048F-B4B9-FB73-29DE-BCCC429E09BD
TX00151,2025-05-02,012580001234567890,out,169501.98,Ferretera de México SAPI de CV,058215509941847528,PAGO FACT 5335,27A158A0-EFFF-A2F4-B5AE-329D77617D80
TX00152,2025-05-05,012580001234567890,out,90108.68,Aceros Santa Catarina SA de CV,014109484060153917,PAGO FACT 3797,9770A3DB-E9FA-97E2-5BD9-3609B297A782
TX00153,2025-05-05,012580001234567890,out,27315.45,Grupo Nuevo León SAPI de CV,127342545876026850,PAGO FACT 4105,AE61716A-1FB6-21AE-EC4E-8CBBA2AA378C
TX00154,2025-05-05,012580001234567890,out,11959.6,Ferretera San Nicolás SA de CV,002657203516539575,PAGO FACT 21411,8A34B26B-72CC-3FC5-5F77-5A7A25DFAC07
TX00155,2025-05-05,012580001234567890,out,18943.38,Ferretera San Nicolás SA de CV,002657203516539575,PAGO FACT 8845,FE8C9AAB-7E38-8A19-46F7-B20AC3C49506
TX00156,2025-05-05,012580001234567890,in,134542.15,Envases García S de RL de CV,127766932944937978,COBRO F1534,9AA33580-FB70-8DD7-BF3D-5023140642A8
TX00157,2025-05-06,012580001234567890,out,30287.6,Ferretera Monterrey S de RL de CV,012098671286174002,PAGO FACT 61118,DA05D2FC-1C71-A821-22F1-C32B47D5AC92
TX00158,2025-05-06,012580001234567890,out,74240.0,Gestoría y Enlace San Nicolás S de RL de CV,127967249590173425,PAGO FACT 12078,3332432B-3D10-FA95-E8A4-42385FE8B710
TX00159,2025-05-06,012580001234567890,out,19197.68,Aceros Escobedo S de RL de CV,127897211558517365,PAGO FACT 70966,A9A2E9CD-7B6F-65DF-1D9D-1D80F47E3CA0
