txn_id,fecha,account_clabe,direction,amount,counterparty_name,counterparty_clabe,reference,invoice_uuid
TX00030,2025-02-18,012580001234567890,out,114747.2,Soldadura Regiomontana S de RL de CV,014236469579938608,PAGO FACT 36802,C3128151-2410-C556-12C1-BAD3A597EADB
TX00031,2025-02-18,012580001234567890,out,72511.6,Hidráulica Industrial S de RL de CV,127386469123872667,PAGO FACT 22518,CBD1B6DF-3BF9-D69D-E539-726532DE5EFB
TX00032,2025-02-18,012580001234567890,out,15698.71,Herramientas Regiomontana SA de CV,021763365449372097,PAGO FACT 34634,5B4A4FB0-B0D9-7CA0-02E4-848450203017
TX00033,2025-02-19,012580001234567890,out,11707.18,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 78863,6D0FD714-1013-B2E7-A8CF-FCA3BDDF7B99
TX00034,2025-02-19,012580001234567890,out,6867.2,Ferretera Guadalupe S de RL de CV,127324165067166270,PAGO FACT 65373,8DA87627-6797-66BF-2A16-4FB269D77AFB
TX00035,2025-02-19,012580001234567890,in,342483.01,Envases Quintanilla S de RL de CV,002812787046782749,COBRO F1600,8B4E12FB-CC8F-DD06-BAEF-D609EC300BB9
TX00036,2025-02-21,012580001234567890,out,99351.45,Maquinados del Norte SAPI de CV,058602402363857537,PAGO FACT 8048,D4A23951-FFA9-7506-637D-CCBEF0F544CD
TX00037,2025-02-24,012580001234567890,out,32326.65,Metálica del Norte S de RL de CV,058200277445686909,PAGO FACT 29178,70F3DBA0-01E0-234B-9DD3-CD55EF83042A
TX00038,2025-02-24,012580001234567890,out,25670.8,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 81802,0F340B0D-4F94-3305-B7D5-67C69F71A57D
TX00039,2025-02-24,012580001234567890,out,23649.85,Empaques Apodaca SAPI de CV,002474730284776127,PAGO FACT 60478,0AACD1D6-5E67-D7A0-B67F-AC0627F48EE7
TX00040,2025-02-24,012580001234567890,in,461020.69,Autopartes Quintanilla S de RL de CV,058757871356683026,COBRO F1519,FCF0F07F-8C68-9433-8608-11219B0FB4A4
TX00041,2025-02-24,012580001234567890,out,7590.63,Maquinados Regiomontana S de RL de CV,012669227597990050,PAGO FACT 27286,DD21726F-323D-0195-A294-8E036977929B
TX00042,2025-02-25,012580001234567890,out,88783.85,Soldadura Regiomontana S de RL de CV,014236469579938608,PAGO FACT 49069,79075C00-C43A-DA06-68B3-4F5FBBFA7EBB
TX00043,2025-02-25,012580001234567890,out,30598.25,Metálica del Norte S de RL de CV,058200277445686909,PAGO FACT 10639,640B54C1-F15E-4AFE-9C57-DEC783D0F82B
TX00044,2025-02-25,012580001234567890,out,30763.78,Herramientas del Norte S de RL de CV,127532008375479981,PAGO FACT 668,4D96E9DA-9DD8-7A35-9B4B-6E9A506BCEB3
TX00045,2025-02-25,012580001234567890,out,39449.05,Transportes Industrial S de RL de CV,002688321571923556,PAGO FACT 224,5AA12EBA-A2D6-B281-FAAE-DCB65B9A3F0F
TX00046,2025-02-26,012580001234567890,out,10396.38,Herramientas del Norte S de RL de CV,127532008375479981,PAGO FACT 50612,834AD09D-33E6-C4BE-DA29-1775B3687B1D
TX00047,2025-02-26,012580001234567890,out,183189.98,Maquinados Monterrey SA de CV,127384404675485014,PAGO FACT 62978,21F4AC6A-92EE-06A6-0024-57FBD7665B1D
TX00048,2025-02-26,012580001234567890,out,23626.65,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 56096,118A7E24-5AB0-CA33-C87C-6570812C814F
TX00049,2025-02-27,012580001234567890,out,26866.18,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 57080,40485493-B9E9-35C3-4366-CD17934D4185
TX00050,2025-02-27,012580001234567890,out,411950.09,NOMINA,,NOMINA QUINCENAL,
TX00051,2025-02-28,012580001234567890,out,8969.58,Soldadura Guadalupe S de RL de CV,058185789146541440,PAGO FACT 48005,14687223-A95B-4F0D-E7AE-9F325F06BA92
TX00052,2025-03-03,012580001234567890,out,121414.65,Soldadura Regiomontana S de RL de CV,014236469579938608,PAGO FACT 71469,DA261311-3534-DC8D-B49B-90516690181C
TX00053,2025-03-03,012580001234567890,out,8525.88,Soldadura Guadalupe S de RL de CV,058185789146541440,PAGO FACT 68673,95A5E92D-119F-28A0-7E82-47B95ADE7C2F
TX00054,2025-03-03,012580001234567890,out,16750.28,Electrónica del Norte S de RL de CV,002483414530651729,PAGO FACT 8138,8C0C562B-97D1-BAB6-43C2-69BDF480A193
TX00055,2025-03-03,012580001234567890,out,18295.98,Grupo Nuevo León SAPI de CV,002024168787946135,PAGO FACT 67589,68AEDB47-F6B0-85E5-DC3F-CECFCB7FD6AD
TX00056,2025-03-03,012580001234567890,out,88612.28,Empaques del Norte SAPI de CV,012879792992388684,PAGO FACT 16354,8A82E1AC-09B1-64DD-7578-C1388F980CE0
TX00057,2025-03-03,012580001234567890,out,34962.98,Empaques del Norte SAPI de CV,012879792992388684,PAGO FACT 8867,DA4CCF43-D63E-1434-484F-7AF9451DEA42
TX00058,2025-03-03,012580001234567890,in,340390.01,Autopartes Quintanilla S de RL de CV,058757871356683026,COBRO F1517,3176AD93-BC78-F14C-62A5-3B5B46302431
TX00059,2025-03-03,012580001234567890,in,432888.23,Envases Hernández SAPI de CV,014014253995604307,COBRO F1559,1865EA65-8155-3BFE-632A-996820F6CB21
TX00060,2025-03-03,012580001234567890,in,236935.15,Grupo Chapa S de RL de CV,014739042136620358,COBRO F1584,B25F0CA8-B33F-2821-4297-98C950222B41
TX00061,2025-03-04,012580001234567890,out,36366.0,Transportes Industrial S de RL de CV,002688321571923556,PAGO FACT 57494,E653B149-C425-F1DA-914D-04F78BE088CA
TX00062,2025-03-04,012580001234567890,out,15984.68,Ferretera Guadalupe S de RL de CV,127324165067166270,PAGO FACT 35377,B99FCE81-40D6-F479-0E9E-192A8317AB90
TX00063,2025-03-04,012580001234567890,out,110547.88,Metálica del Norte SA de CV,021506465287976271,PAGO FACT 22287,BC06F9C0-8FA3-652C-7DC2-3853F0B6EFFA
TX00064,2025-03-04,012580001234567890,in,82254.44,Envases Quintanilla S de RL de CV,002812787046782749,COBRO F1604,98F4A8F4-418D-ECE1-99FD-D7E79C4D0004
TX00065,2025-03-05,012580001234567890,in,192802.83,Grupo Quintanilla S de RL de CV,002182904309259848,COBRO F1613,0E8D0888-1342-0739-278B-1F8A2FEC7E75
TX00066,2025-03-06,012580001234567890,out,42400.78,Metálica del Norte S de RL de CV,058200277445686909,PAGO FACT 6312,6B7B2C87-E50A-7BF4-9EA6-64FB8AC95913
TX00067,2025-03-06,012580001234567890,out,7192.0,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 80156,2902B633-3DC1-4C9C-969C-19AB41C9C8FB
TX00068,2025-03-06,012580001234567890,in,433131.62,Grupo Martínez SA de CV,014913695353861809,COBRO F1642,8178731E-550A-C854-136F-E28673894735
TX00069,2025-03-07,012580001234567890,out,13908.98,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 41014,EA185AB1-8EA9-7878-8C1F-F68B7603BB23
TX00070,2025-03-07,012580001234567890,out,76130.8,Hidráulica Industrial S de RL de CV,127386469123872667,PAGO FACT 77042,0590BECE-1D46-A50A-C8DF-77236E0F7BC1
TX00071,2025-03-10,012580001234567890,out,28722.18,Hidráulica Nuevo León SAPI de CV,072226692183133098,PAGO FACT 9050,3D631B48-B59C-F5CF-A491-583756D751A5
TX00072,2025-03-10,012580001234567890,out,11794.65,Ferretera Guadalupe S de RL de CV,127324165067166270,PAGO FACT 84769,12D1A57D-72C5-1FA6-90C0-96D6394AB2A5
TX00073,2025-03-10,012580001234567890,out,3782.18,Pinturas Guadalupe S de RL de CV,021365882811348338,PAGO FACT 99117,42EE37FB-EA44-63BC-A9AA-B59EEF5DF0EE
TX00074,2025-03-10,012580001234567890,out,6705.38,Pinturas Guadalupe S de RL de CV,021365882811348338,PAGO FACT 89670,CB95873E-BE0D-BE6B-3F09-F42E1286BF38
TX00075,2025-03-10,012580001234567890,in,189173.62,Envases Guerra SA de CV,014505049211308442,COBRO F1507,C1F73FFF-F18B-0AEA-AE02-CCD8B91A7E10
TX00076,2025-03-11,012580001234567890,out,3898.18,Electrónica del Norte S de RL de CV,002483414530651729,PAGO FACT 22199,28660F5E-9A15-91E1-C8B6-F294AEE694ED
TX00077,2025-03-12,012580001234567890,out,27503.6,Metálica San Nicolás SA de CV,072575619296379589,PAGO FACT 72904,D1E34E17-F5B8-84D6-AE80-A3C84BD45CF9
TX00078,2025-03-12,012580001234567890,out,6102.18,Ferretera Guadalupe S de RL de CV,127324165067166270,PAGO FACT 22660,9F53DABE-1702-2F8B-96EC-059F1439D3BE
TX00079,2025-03-12,012580001234567890,in,84013.77,Grupo Quintanilla S de RL de CV,002182904309259848,COBRO F1612,DEE3FB06-7D29-0989-52A9-C7FECDCA0DD5
TX00080,2025-03-12,012580001234567890,in,241226.06,Construcciones Zambrano S de RL de CV,014145966227698145,COBRO F1625,F2488F1B-597D-D595-0508-78C142ECE01A
TX00081,2025-03-13,012580001234567890,out,8618.68,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 66558,2EE87329-9EBE-BDDF-FBDA-5321F6F7E3CC
TX00082,2025-03-13,012580001234567890,out,9268.28,Empaques Apodaca SAPI de CV,002474730284776127,PAGO FACT 8730,02CBFC60-C8D9-90FC-4B5A-5893E52BF4D3
TX00083,2025-03-13,012580001234567890,out,123725.6,Empaques del Norte SAPI de CV,012879792992388684,PAGO FACT 15718,985D5F4A-BBE7-E7E2-F93A-6D9280A2A624
TX00084,2025-03-17,012580001234567890,out,27735.48,Metálica del Norte S de RL de CV,058200277445686909,PAGO FACT 55843,B52E379D-9252-F839-27D9-361E10844E20
TX00085,2025-03-17,012580001234567890,out,15219.08,Grupo Nuevo León SAPI de CV,002024168787946135,PAGO FACT 25919,EF0D3CB7-53C0-6C39-DE8D-2EA884146EBB
TX00086,2025-03-17,012580001234567890,out,71597.98,Maquinados del Norte SAPI de CV,058602402363857537,PAGO FACT 77245,E647ABE9-5D0D-6E47-76E6-3BD7384C43D5
TX00087,2025-03-18,012580001234567890,out,14340.38,Metálica del Norte S de RL de CV,058200277445686909,PAGO FACT 77370,88D1BDB7-3AB8-F085-003E-9DC9576C7163
TX00088,2025-03-18,012580001234567890,out,85143.88,Herramientas del Norte SAPI de CV,072811554027104063,PAGO FACT 65668,9695AE3B-3058-4666-4AF8-EBDDACD4438A
TX00089,2025-03-18,012580001234567890,out,7052.8,Neumática Industrial S de RL de CV,014094397139929975,PAGO FACT 20681,E318378E-1BAA-6D1C-E18E-8344F01B4030
TX00090,2025-03-19,012580001234567890,out,26633.6,Metálica del Norte S de RL de CV,058200277445686909,PAGO FACT 6628,097BB32D-F437-462B-4E00-040E939B484B
TX00091,2025-03-20,012580001234567890,out,29034.8,Servicios Santa Catarina SAPI de CV,014668274076341822,PAGO FACT 1347,CA5B4B58-F788-6084-E0C3-A7DBFE029017
TX00092,2025-03-24,012580001234567890,out,67616.98,Distribuidora del Norte S de RL de CV,002472607214501356,PAGO FACT 45671,875F01DF-3103-DCFC-CF2E-FBDC6A060915
TX00093,2025-03-24,012580001234567890,out,11237.85,Refacciones Regiomontana SAPI de CV,014222829861023238,PAGO FACT 62334,AF784D91-D2F5-8BBE-339A-82D754355CC2
TX00094,2025-03-24,012580001234567890,out,33141.78,Hidráulica Industrial S de RL de CV,127386469123872667,PAGO FACT 99718,D6A662E4-BD8F-23F7-D5EF-9693577188D1
TX00095,2025-03-24,012580001234567890,out,79666.25,Refacciones Industrial S de RL de CV,012416945706393097,PAGO FACT 57707,899FC689-23B7-2BD7-4437-295FE3DEC572
TX00096,2025-03-25,012580001234567890,out,233241.2,Maquinados Monterrey SA de CV,127384404675485014,PAGO FACT 65892,2FA50E24-8ADC-F2FC-C2AA-9CB1E480D6C4
TX00097,2025-03-25,012580001234567890,out,21601.98,Pinturas Escobedo S de RL de CV,021513837995509179,PAGO FACT 18088,9293C4AB-491A-D859-FD90-F7C94091B454
TX00098,2025-03-25,012580001234567890,out,73915.78,Suministros Guadalupe SA de CV,014029234930934222,PAGO FACT 6833,2207EA4B-C524-1DC7-749A-77710071AA95
TX00099,2025-03-27,012580001234567890,out,12957.2,Soldadura Guadalupe S de RL de CV,058185789146541440,PAGO FACT 39595,1F67235E-44C2-D02C-FC43-1B65E9350614
TX00100,2025-03-27,012580001234567890,out,28431.6,Grupo Nuevo León SAPI de CV,002024168787946135,PAGO FACT 42313,69AE690B-22F8-6E73-22F8-85BD4F66F5C8
TX00101,2025-03-28,012580001234567890,out,6011.58,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 10681,A21D14C5-D3E6-5BE2-A498-ABF895C45DF8
TX00102,2025-03-28,012580001234567890,out,18569.05,Industrias Monterrey SA de CV,127977369937116844,PAGO FACT 4180,6FB16AF4-07F3-E6F4-4759-F36D5BBDDF89
TX00103,2025-03-28,012580001234567890,in,280388.23,Construcciones Martínez SAPI de CV,014253106164147843,COBRO F1539,4FDF419F-C42A-08C7-EA5A-6D1251D81374
TX00104,2025-03-28,012580001234567890,out,424030.71,NOMINA,,NOMINA QUINCENAL,
TX00105,2025-03-31,012580001234567890,out,45927.18,Distribuidora del Norte S de RL de CV,002472607214501356,PAGO FACT 92849,0EB2DA21-DF56-69EF-AB26-3D1B5C5CD90A
TX00106,2025-03-31,012580001234567890,out,14152.58,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 10893,7CA27803-D769-56AB-7B2F-2B94A93A3DF6
TX00107,2025-03-31,012580001234567890,out,20126.0,Pinturas Nuevo León SAPI de CV,012160981720592104,PAGO FACT 20338,6145AA5F-3EE6-965E-EFB4-339A8CC872A4
TX00108,2025-03-31,012580001234567890,out,19346.25,Pinturas Nuevo León SAPI de CV,012160981720592104,PAGO FACT 20537,A0CDA384-2CEE-5D70-E410-B475C58EEF6D
TX00109,2025-03-31,012580001234567890,in,390318.97,Autopartes Guerra S de RL de CV,127517327060243067,COBRO F1545,5B33785F-9DDE-4299-6D26-BD017215C1E9
TX00110,2025-04-01,012580001234567890,out,66920.28,Suministros Guadalupe SA de CV,014029234930934222,PAGO FACT 35056,833EE207-6790-FAE7-FBA4-5D05F152B60A
TX00111,2025-04-02,012580001234567890,out,41432.65,Herramientas del Norte SAPI de CV,072811554027104063,PAGO FACT 4646,312F1F1A-D992-ED93-1A7B-F5688CAAC992
TX00112,2025-04-03,012580001234567890,out,6347.98,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 68834,A5289E6B-3DBA-B496-8885-DB13D39A411E
TX00113,2025-04-03,012580001234567890,out,11551.05,Ferretera Guadalupe S de RL de CV,127324165067166270,PAGO FACT 96092,DE245710-DB14-8597-1D59-7E05F2112C0B
TX00114,2025-04-03,012580001234567890,in,143913.27,Envases Elizondo SA de CV,021993856670975642,COBRO F1536,16CC95BF-2FC1-31B8-F3B7-DB2B61DB052E
TX00115,2025-04-03,012580001234567890,in,100316.6,Grupo Quintanilla S de RL de CV,002182904309259848,COBRO F1616,77624F78-C16B-6C7E-EABC-AD2AC70A11D5
TX00116,2025-04-03,012580001234567890,in,448100.96,Grupo Martínez SA de CV,014913695353861809,COBRO F1647,FFA38FCA-CC20-FB39-DCD0-BC5E57760985
TX00117,2025-04-04,012580001234567890,out,4396.4,Refacciones Regiomontana SAPI de CV,014222829861023238,PAGO FACT 9683,2264E054-1B22-73B5-620B-46B7F8E24B08
TX00118,2025-04-04,012580001234567890,out,49882.78,Metálica San Nicolás SA de CV,072575619296379589,PAGO FACT 76054,0412A224-ED5E-20FF-B8CE-2F58896C2696
TX00119,2025-04-04,012580001234567890,in,362519.69,Envases Chapa S de RL de CV,012875403062539993,COBRO F1516,AE29C599-4D69-F5B8-9F47-51B1A43022BD
TX00120,2025-04-04,012580001234567890,in,399857.46,Autopartes Guerra SAPI de CV,014549124270731279,COBRO F1575,CA14D539-EB4A-EA0C-314A-86103136A046
TX00121,2025-04-07,012580001234567890,out,28768.58,Metálica San Nicolás SA de CV,072575619296379589,PAGO FACT 31628,A32949CD-E374-ABA4-0986-E652774D9F80
TX00122,2025-04-07,012580001234567890,out,12669.98,Servicios Santa Catarina SAPI de CV,014668274076341822,PAGO FACT 11745,8CD76330-0863-060F-9F18-799B8B53ED6B
TX00123,2025-04-07,012580001234567890,out,28501.78,Transportes Industrial S de RL de CV,002688321571923556,PAGO FACT 66357,DF195C4D-7145-F6BC-3172-DDA8B9B15585
TX00124,2025-04-07,012580001234567890,out,10431.18,Pinturas Escobedo S de RL de CV,021513837995509179,PAGO FACT 88328,8BA92943-63F6-FA72-0733-495702E93EE6
TX00125,2025-04-07,012580001234567890,out,12470.0,Pinturas Guadalupe S de RL de CV,021365882811348338,PAGO FACT 20949,196A26D8-E864-7898-CCAD-EA60D73074B7
TX00126,2025-04-07,012580001234567890,out,17982.78,Neumática Industrial S de RL de CV,014094397139929975,PAGO FACT 54168,AE6D026D-7682-D29B-B08B-901C87247910
TX00127,2025-04-07,012580001234567890,in,232723.03,Envases Hernández SAPI de CV,014014253995604307,COBRO F1554,0B863E96-7326-F8AD-52FC-DC224C01A766
TX00128,2025-04-07,012580001234567890,out,74240.0,Gestoría y Enlace Santa Catarina S de RL de CV,021512607459151557,PAGO FACT 43256,E795BD2A-A84B-39AE-8C11-7FCFA34DFAA9
TX00129,2025-04-08,012580001234567890,in,451281.06,Autopartes Quintanilla S de RL de CV,058757871356683026,COBRO F1520,8D4FCA31-2D92-946B-D931-201A1905D63A
TX00130,2025-04-08,012580001234567890,in,142604.77,Envases Quintanilla S de RL de CV,002812787046782749,COBRO F1607,EFDF20BE-15E0-E401-6169-C33FE472083B
TX00131,2025-04-09,012580001234567890,out,20578.98,Pinturas Nuevo León SAPI de CV,012160981720592104,PAGO FACT 21627,69CAB6B1-A2BC-00E3-A37B-F7A47CF7F10D
TX00132,2025-04-10,012580001234567890,out,16007.88,Pinturas Guadalupe S de RL de CV,021365882811348338,PAGO FACT 69883,C44ACBE2-35E9-E530-DCA3-A692BF5F940F
TX00133,2025-04-10,012580001234567890,out,174000.0,Industrias del Norte S de RL de CV,127167202729164112,PAGO FACT 25785,28102817-0D97-9313-55E6-545D38271C18
TX00134,2025-04-11,012580001234567890,out,45620.25,Transportes Industrial S de RL de CV,002688321571923556,PAGO FACT 8463,7FD747C0-BE38-3B75-E969-47A1F45D663E
TX00135,2025-04-11,012580001234567890,out,8758.58,Pinturas Nuevo León SAPI de CV,012160981720592104,PAGO FACT 79310,F6231792-DA92-4590-D40D-ED0FB0A2BDB2
TX00136,2025-04-11,012580001234567890,in,313649.26,Envases Hernández SAPI de CV,014014253995604307,COBRO F1553,6E2FBF29-18FD-BB81-4D21-2A8EE195FE0F
TX00137,2025-04-14,012580001234567890,out,10938.68,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 64914,EDD9170A-DED0-5C09-CF0C-220AA650C3AE
TX00138,2025-04-14,012580001234567890,out,20070.78,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 48120,5223235F-1011-E03C-3BC8-F72528D01B73
TX00139,2025-04-14,012580001234567890,out,55723.85,Maquinados del Norte SAPI de CV,058602402363857537,PAGO FACT 44967,8087CFCD-290A-1413-6AE0-7F6F1C648101
TX00140,2025-04-14,012580001234567890,out,66169.18,Empaques del Norte SAPI de CV,012879792992388684,PAGO FACT 50819,9588A3C9-FDED-72D9-42E3-D19CBEB8786D
TX00141,2025-04-14,012580001234567890,in,128497.68,Envases Quintanilla S de RL de CV,002812787046782749,COBRO F1606,AF96D07D-64C0-D64C-6D40-6401A324EF1F
TX00142,2025-04-14,012580001234567890,out,74240.0,Gestoría y Enlace Santa Catarina S de RL de CV,021512607459151557,PAGO FACT 2585,2982DF3B-D4B4-ED65-6847-9968666231EF
TX00143,2025-04-15,012580001234567890,out,34683.88,Suministros Guadalupe SA de CV,014029234930934222,PAGO FACT 37320,66F9F6FC-EBCA-FCD2-04D9-A2C761F4A9A1
TX00144,2025-04-15,012580001234567890,in,375608.03,Envases Guerra S de RL de CV,058515658918503468,COBRO F1504,15BEBB48-37B6-DFC2-458C-3B0982EADFE2
TX00145,2025-04-16,012580001234567890,out,47351.78,Soldadura Regiomontana S de RL de CV,014236469579938608,PAGO FACT 30543,9A58E1C2-8D7C-AD40-F6BE-CB57F7543DF7
TX00146,2025-04-16,012580001234567890,out,11034.38,Hidráulica Nuevo León SAPI de CV,072226692183133098,PAGO FACT 50020,4BE588CB-6193-0019-37F9-242BF84FEB85
TX00147,2025-04-16,012580001234567890,out,195335.18,Ferretera Santa Catarina SAPI de CV,002250282122493440,PAGO FACT 50544,DDAA1F92-C017-665D-909A-2CE1AE3C6FC1
TX00148,2025-04-17,012580001234567890,out,9338.58,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 80704,A74D52C3-9E5C-2563-3D9B-D5C5DA5C0757
TX00149,2025-04-18,012580001234567890,out,9115.05,Electrónica del Norte S de RL de CV,002483414530651729,PAGO FACT 69557,D346ACF6-5EA6-9EFA-0C04-78144437BA94
TX00150,2025-04-18,012580001234567890,out,18197.85,Pinturas Escobedo S de RL de CV,021513837995509179,PAGO FACT 15742,F4828865-1412-0185-D880-E0C0F49006CF
TX00151,2025-04-18,012580001234567890,out,87647.05,Metálica del Norte SA de CV,021506465287976271,PAGO FACT 31957,F0DB62D4-DC5B-AD91-9867-C0BC4C101C6F
TX00152,2025-04-21,012580001234567890,out,99785.98,Soldadura Regiomontana S de RL de CV,014236469579938608,PAGO FACT 46830,27693E9F-435F-A8CB-FBF4-F9FC088EDC17
TX00153,2025-04-21,012580001234567890,out,89180.68,Soldadura Regiomontana S de RL de CV,014236469579938608,PAGO FACT 26340,DBA3C906-17FE-7429-A781-F2407CD56811
TX00154,2025-04-21,012580001234567890,out,6881.58,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 57997,BF908686-CD4B-DA27-D467-83392672D903
TX00155,2025-04-21,012580001234567890,out,7203.6,Suministros Guadalupe SA de CV,021123240892337489,PAGO FACT 61660,B6CFD5AA-E152-E01D-4A14-E44FB855F18D
TX00156,2025-04-21,012580001234567890,out,18072.8,Refacciones Santa Catarina S de RL de CV,012509446380107510,PAGO FACT 28877,7C2FF658-BD06-397A-AA15-73C572C896B8
TX00157,2025-04-21,012580001234567890,out,14625.05,Empaques Apodaca SAPI de CV,002474730284776127,PAGO FACT 58694,52081DE2-FA84-6D4C-F00A-0E4DA4DF27C3
